product name, amount in pack, unit, cal, price
ingredient4744, 400, g, 370.5, 6.39
ingredient4745, 100, ml, 441.1, 13.29
ingredient4746, 1100, ml, 493.7, 18.89
ingredient4747, 200, g, 640.7, 8.59
ingredient4748, 800, ml, 401.3, 0.59
ingredient4749, 900, ml, 349.3, 5.29
ingredient4750, 400, g, 83.9, 8.59
ingredient4751, 4, pcs, 46.3, 19.49
ingredient4752, 1000, ml, 133.2, 19.39
ingredient4753, 100, ml, 283.2, 19.39
ingredient4754, 350, g, 464.1, 19.69
ingredient4755, 50, g, 328.5, 16.29
ingredient4756, 500, g, 297.7, 1.69
ingredient4757, 300, ml, 156.4, 18.79
ingredient4758, 300, ml, 284.5, 16.69
ingredient4759, 5, pcs, 70.6, 13.29
ingredient4760, 250, g, 707.6, 9.69
ingredient4761, 550, g, 506.8, 6.99
ingredient4762, 600, ml, 358.0, 5.29
ingredient4763, 50, g, 405.5, 12.99
ingredient4764, 200, g, 760.1, 11.49
ingredient4765, 500, g, 210.3, 3.49
ingredient4766, 800, ml, 341.5, 12.19
ingredient4767, 500, g, 561.8, 7.29
ingredient4768, 600, ml, 576.0, 7.19
ingredient4769, 800, ml, 180.9, 14.49
ingredient4770, 350, g, 635.2, 8.69
ingredient4771, 50, g, 362.8, 2.79
ingredient4772, 1100, ml, 658.4, 19.19
ingredient4773, 900, ml, 575.5, 16.29
ingredient4774, 700, ml, 427.3, 13.39
ingredient4775, 500, g, 386.0, 7.39
ingredient4776, 900, ml, 126.9, 11.89
ingredient4777, 900, ml, 175.6, 9.69
ingredient4778, 100, g, 635.9, 7.69
ingredient4779, 450, g, 223.5, 16.59
ingredient4780, 550, g, 341.5, 2.59
ingredient4781, 800, ml, 695.8, 5.29
ingredient4782, 500, ml, 626.4, 10.19
ingredient4783, 7, pcs, 17.1, 15.79
ingredient4784, 300, ml, 537.7, 13.69
ingredient4785, 50, g, 646.1, 8.19
ingredient4786, 450, g, 87.5, 4.59
ingredient4787, 2, pcs, 72.6, 13.09
ingredient4788, 400, g, 639.5, 7.49
ingredient4789, 4, pcs, 74.6, 8.59
ingredient4790, 500, ml, 739.8, 5.29
ingredient4791, 100, g, 685.4, 15.59
ingredient4792, 100, ml, 561.1, 6.79
ingredient4793, 3, pcs, 132.1, 10.79
ingredient4794, 150, g, 424.7, 9.99
ingredient4795, 350, g, 315.5, 1.69
ingredient4796, 350, g, 397.0, 13.69
ingredient4797, 450, g, 342.2, 7.09
ingredient4798, 450, g, 683.8, 7.09
ingredient4799, 5, pcs, 12.3, 11.99
ingredient4800, 900, ml, 645.7, 9.39
ingredient4801, 5, pcs, 145.5, 4.89
ingredient4802, 200, g, 251.6, 4.09
ingredient4803, 450, g, 85.7, 18.29
ingredient4804, 450, g, 371.1, 11.39
ingredient4805, 50, g, 660.9, 19.59
ingredient4806, 400, g, 57.4, 15.49
ingredient4807, 1100, ml, 512.4, 15.29
ingredient4808, 150, g, 319.2, 14.89
ingredient4809, 350, g, 555.2, 8.19
ingredient4810, 100, g, 72.5, 18.69
ingredient4811, 350, g, 475.0, 12.59
ingredient4812, 800, ml, 702.4, 5.19
ingredient4813, 2, pcs, 143.1, 0.59
ingredient4814, 500, g, 173.5, 11.79
ingredient4815, 300, ml, 89.6, 6.59
ingredient4816, 1100, ml, 196.6, 4.19
ingredient4817, 11, pcs, 155.4, 14.69
ingredient4818, 300, g, 230.4, 6.59
ingredient4819, 550, g, 645.1, 9.99
ingredient4820, 100, g, 249.1, 19.39
ingredient4821, 400, ml, 68.4, 2.69
ingredient4822, 350, g, 737.8, 0.89
ingredient4823, 400, g, 149.5, 10.59
ingredient4824, 500, g, 168.5, 19.89
ingredient4825, 450, g, 245.3, 17.59
ingredient4826, 400, g, 504.3, 2.39
ingredient4827, 400, ml, 15.3, 8.39
ingredient4828, 450, g, 598.0, 6.49
ingredient4829, 300, ml, 789.0, 4.09
ingredient4830, 900, ml, 289.1, 13.69
ingredient4831, 2, pcs, 109.5, 4.09
ingredient4832, 400, ml, 609.1, 12.39
ingredient4833, 700, ml, 713.5, 1.99
ingredient4834, 400, ml, 245.6, 4.49
ingredient4835, 450, g, 746.4, 6.09
ingredient4836, 200, g, 144.9, 9.89
ingredient4837, 150, g, 460.7, 19.89
ingredient4838, 400, ml, 121.2, 18.99
ingredient4839, 200, g, 111.5, 2.79
ingredient4840, 700, ml, 710.6, 4.79
ingredient4841, 100, g, 317.8, 10.19
ingredient4842, 400, ml, 548.4, 17.09
ingredient4843, 500, ml, 278.0, 15.89
ingredient4844, 400, g, 317.9, 13.19
ingredient4845, 250, g, 348.4, 7.79
ingredient4846, 200, ml, 265.3, 13.69
ingredient4847, 350, g, 515.3, 3.49
ingredient4848, 450, g, 671.1, 11.69
ingredient4849, 100, ml, 562.3, 19.29
ingredient4850, 100, ml, 744.8, 8.69
ingredient4851, 300, ml, 650.5, 14.59
ingredient4852, 200, ml, 532.8, 17.39
ingredient4853, 300, g, 332.8, 8.19
ingredient4854, 300, ml, 492.2, 14.59
ingredient4855, 1000, ml, 273.4, 6.79
ingredient4856, 1000, ml, 85.6, 13.29
ingredient4857, 150, g, 778.9, 11.69
ingredient4858, 1000, ml, 768.1, 14.99
ingredient4859, 1100, ml, 177.3, 17.19
ingredient4860, 1000, ml, 480.2, 12.29
ingredient4861, 10, pcs, 121.3, 13.99
ingredient4862, 250, g, 586.1, 12.89
ingredient4863, 550, g, 130.7, 1.29
ingredient4864, 200, ml, 120.2, 7.59
ingredient4865, 500, g, 329.4, 3.39
ingredient4866, 900, ml, 457.4, 6.39
ingredient4867, 600, ml, 577.8, 10.39
ingredient4868, 500, ml, 755.2, 8.29
ingredient4869, 550, g, 153.3, 11.19
ingredient4870, 350, g, 33.9, 15.49
ingredient4871, 9, pcs, 144.4, 6.09
ingredient4872, 1100, ml, 219.8, 13.09
ingredient4873, 200, ml, 590.4, 8.89
ingredient4874, 250, g, 208.3, 19.99
ingredient4875, 300, ml, 594.0, 0.99
ingredient4876, 400, ml, 375.0, 2.29
ingredient4877, 7, pcs, 153.3, 14.69
ingredient4878, 550, g, 115.3, 3.29
ingredient4879, 200, ml, 446.6, 13.69
ingredient4880, 50, g, 105.9, 11.89
ingredient4881, 800, ml, 157.3, 4.29
ingredient4882, 900, ml, 143.6, 8.09
ingredient4883, 350, g, 62.8, 15.89
ingredient4884, 500, ml, 368.7, 8.09
ingredient4885, 300, g, 388.6, 18.29
ingredient4886, 200, ml, 277.6, 1.49
ingredient4887, 1100, ml, 429.6, 19.99
ingredient4888, 600, ml, 763.1, 17.59
ingredient4889, 4, pcs, 33.9, 17.09
ingredient4890, 700, ml, 147.7, 17.79
ingredient4891, 100, g, 246.7, 1.89
ingredient4892, 700, ml, 694.4, 13.29
ingredient4893, 400, ml, 749.1, 11.39
ingredient4894, 800, ml, 291.2, 1.09
ingredient4895, 900, ml, 346.2, 8.29
ingredient4896, 250, g, 239.7, 1.69
ingredient4897, 1000, ml, 798.7, 16.29
ingredient4898, 500, g, 417.8, 14.39
ingredient4899, 300, g, 299.3, 12.59
ingredient4900, 100, g, 266.0, 2.29
ingredient4901, 400, ml, 597.5, 2.99
ingredient4902, 400, ml, 642.5, 3.79
ingredient4903, 2, pcs, 108.5, 14.39
ingredient4904, 350, g, 685.0, 11.59
ingredient4905, 150, g, 738.7, 0.89
ingredient4906, 300, g, 665.1, 0.89
ingredient4907, 1000, ml, 276.8, 17.89
ingredient4908, 400, g, 638.7, 11.69
ingredient4909, 3, pcs, 93.2, 13.09
ingredient4910, 700, ml, 741.9, 14.69
ingredient4911, 300, g, 571.9, 11.89
ingredient4912, 300, g, 464.1, 3.69
ingredient4913, 150, g, 418.5, 18.89
ingredient4914, 1000, ml, 295.5, 11.49
ingredient4915, 300, g, 237.7, 9.69
ingredient4916, 900, ml, 467.2, 6.09
ingredient4917, 1100, ml, 35.7, 7.89
ingredient4918, 600, ml, 435.7, 12.59
ingredient4919, 1, pcs, 137.1, 14.09
ingredient4920, 900, ml, 376.0, 4.49
ingredient4921, 150, g, 130.1, 15.39
ingredient4922, 250, g, 560.0, 13.09
ingredient4923, 300, g, 778.0, 3.19
ingredient4924, 150, g, 77.0, 15.69
ingredient4925, 400, ml, 577.5, 11.39
ingredient4926, 450, g, 767.1, 14.79
ingredient4927, 50, g, 70.2, 8.49
ingredient4928, 700, ml, 478.4, 6.89
ingredient4929, 500, ml, 119.4, 0.69
ingredient4930, 500, ml, 637.2, 3.39
ingredient4931, 11, pcs, 13.1, 9.09
ingredient4932, 100, g, 284.9, 8.19
ingredient4933, 1, pcs, 92.7, 8.79
ingredient4934, 400, g, 154.1, 18.79
ingredient4935, 350, g, 94.5, 9.89
ingredient4936, 500, g, 517.8, 3.09
ingredient4937, 2, pcs, 126.7, 5.69
ingredient4938, 800, ml, 701.8, 19.29
ingredient4939, 100, g, 278.7, 5.39
ingredient4940, 1000, ml, 424.6, 17.39
ingredient4941, 500, ml, 570.5, 8.89
ingredient4942, 350, g, 506.4, 1.29
ingredient4943, 10, pcs, 62.0, 4.09
ingredient4944, 500, ml, 473.3, 16.09
ingredient4945, 1000, ml, 337.3, 5.69
ingredient4946, 500, g, 658.8, 19.89
ingredient4947, 200, g, 412.2, 10.39
ingredient4948, 200, g, 768.9, 9.69
ingredient4949, 250, g, 400.6, 16.79
ingredient4950, 800, ml, 217.1, 0.99
ingredient4951, 4, pcs, 36.9, 17.09
ingredient4952, 1000, ml, 384.3, 10.69
ingredient4953, 200, ml, 347.9, 8.59
ingredient4954, 100, g, 269.7, 2.59
ingredient4955, 1000, ml, 435.3, 17.39
ingredient4956, 400, ml, 155.5, 6.69
ingredient4957, 2, pcs, 70.2, 13.89
ingredient4958, 500, ml, 742.5, 9.29
ingredient4959, 400, ml, 425.4, 17.49
ingredient4960, 350, g, 244.7, 3.89
ingredient4961, 100, g, 434.4, 13.99
ingredient4962, 600, ml, 130.6, 14.09
ingredient4963, 500, ml, 14.2, 5.79
ingredient4964, 50, g, 295.3, 9.39
ingredient4965, 200, ml, 82.0, 11.09
ingredient4966, 200, g, 226.8, 12.89
ingredient4967, 1, pcs, 20.5, 4.69
ingredient4968, 350, g, 391.1, 17.99
ingredient4969, 5, pcs, 118.5, 11.79
ingredient4970, 800, ml, 523.8, 0.59
ingredient4971, 600, ml, 706.9, 17.89
ingredient4972, 500, ml, 665.6, 7.39
ingredient4973, 2, pcs, 79.3, 19.39
ingredient4974, 150, g, 488.5, 3.79
ingredient4975, 450, g, 602.9, 13.39
ingredient4976, 300, g, 715.7, 11.69
ingredient4977, 400, ml, 613.4, 11.89
ingredient4978, 100, ml, 163.1, 5.49
ingredient4979, 300, ml, 142.7, 2.79
ingredient4980, 200, ml, 632.8, 8.29
ingredient4981, 50, g, 275.5, 8.99
ingredient4982, 300, g, 345.1, 14.29
ingredient4983, 250, g, 425.7, 16.59
ingredient4984, 1000, ml, 15.8, 2.29
ingredient4985, 700, ml, 381.9, 6.29
ingredient4986, 400, ml, 471.6, 12.79
ingredient4987, 9, pcs, 57.8, 19.59
ingredient4988, 200, g, 431.6, 3.09
ingredient4989, 400, ml, 574.4, 3.19
ingredient4990, 300, g, 381.8, 2.19
ingredient4991, 200, ml, 462.3, 17.69
ingredient4992, 500, g, 411.4, 12.69
ingredient4993, 9, pcs, 116.8, 13.69
ingredient4994, 400, ml, 372.9, 8.39
ingredient4995, 300, g, 198.3, 1.99
ingredient4996, 1100, ml, 118.9, 17.89
ingredient4997, 700, ml, 358.7, 17.39
ingredient4998, 200, ml, 555.6, 12.29
ingredient4999, 11, pcs, 144.7, 8.79
ingredient5000, 600, ml, 719.9, 2.49
ingredient5001, 1100, ml, 56.2, 11.79
ingredient5002, 200, ml, 183.0, 7.59
ingredient5003, 4, pcs, 96.5, 4.69
ingredient5004, 700, ml, 693.5, 2.29
ingredient5005, 400, g, 469.2, 9.49
ingredient5006, 500, g, 547.3, 3.79
ingredient5007, 300, ml, 33.3, 5.39
ingredient5008, 500, ml, 736.1, 10.49
ingredient5009, 8, pcs, 61.2, 6.99
ingredient5010, 450, g, 64.7, 2.29
ingredient5011, 1, pcs, 140.3, 19.99
ingredient5012, 50, g, 775.7, 8.99
ingredient5013, 450, g, 233.4, 17.49
ingredient5014, 400, g, 208.7, 1.09
ingredient5015, 250, g, 490.0, 11.49
ingredient5016, 100, ml, 124.4, 3.99
ingredient5017, 300, g, 78.0, 16.09
ingredient5018, 100, ml, 354.3, 3.49
ingredient5019, 50, g, 161.8, 11.29
ingredient5020, 100, g, 37.8, 13.89
ingredient5021, 10, pcs, 42.9, 9.69
ingredient5022, 700, ml, 737.8, 6.69
ingredient5023, 2, pcs, 7.3, 2.89
ingredient5024, 1100, ml, 100.6, 17.19
ingredient5025, 400, ml, 178.9, 17.89
ingredient5026, 1100, ml, 257.9, 10.09
ingredient5027, 200, g, 211.6, 9.79
ingredient5028, 600, ml, 84.0, 11.59
ingredient5029, 300, g, 317.1, 14.29
ingredient5030, 300, ml, 287.8, 4.09
ingredient5031, 1100, ml, 30.4, 4.59
ingredient5032, 500, g, 389.9, 9.89
ingredient5033, 700, ml, 208.9, 19.59
ingredient5034, 500, g, 527.8, 10.19
ingredient5035, 700, ml, 200.8, 12.09
ingredient5036, 200, ml, 602.1, 4.79
ingredient5037, 350, g, 273.7, 11.99
ingredient5038, 350, g, 44.7, 1.49
ingredient5039, 3, pcs, 12.1, 8.59
ingredient5040, 100, g, 285.9, 3.59
ingredient5041, 1, pcs, 105.8, 2.39
ingredient5042, 100, g, 731.1, 3.89
ingredient5043, 250, g, 790.5, 6.89
ingredient5044, 1100, ml, 12.2, 17.39
ingredient5045, 300, g, 471.9, 12.19
ingredient5046, 300, g, 395.1, 17.09
ingredient5047, 700, ml, 318.2, 11.29
ingredient5048, 600, ml, 50.8, 8.89
ingredient5049, 50, g, 22.6, 9.79
ingredient5050, 500, ml, 755.6, 12.69
ingredient5051, 4, pcs, 101.1, 9.69
ingredient5052, 700, ml, 572.4, 2.69
ingredient5053, 1000, ml, 352.1, 7.99
ingredient5054, 300, g, 676.7, 11.19
ingredient5055, 250, g, 386.8, 16.69
ingredient5056, 400, ml, 376.0, 17.29
ingredient5057, 450, g, 274.7, 17.49
ingredient5058, 50, g, 676.9, 19.19
ingredient5059, 10, pcs, 71.8, 7.89
ingredient5060, 200, ml, 644.2, 3.99
ingredient5061, 150, g, 769.6, 0.79
ingredient5062, 150, g, 514.1, 1.69
ingredient5063, 150, g, 169.9, 16.99
ingredient5064, 200, ml, 536.8, 0.59
ingredient5065, 400, g, 212.2, 15.89
ingredient5066, 300, ml, 640.2, 11.49
ingredient5067, 200, g, 735.9, 19.29
ingredient5068, 200, g, 109.3, 12.99
ingredient5069, 200, g, 407.8, 0.69
ingredient5070, 50, g, 263.1, 10.19
ingredient5071, 500, ml, 413.5, 19.69
ingredient5072, 300, g, 494.2, 9.79
ingredient5073, 100, g, 515.0, 12.29
ingredient5074, 1100, ml, 478.4, 4.59
ingredient5075, 100, g, 207.3, 18.89
ingredient5076, 900, ml, 365.1, 18.19
ingredient5077, 1, pcs, 135.2, 18.79
ingredient5078, 600, ml, 675.1, 7.29
ingredient5079, 200, ml, 165.9, 10.69
ingredient5080, 400, ml, 392.1, 8.79
ingredient5081, 1, pcs, 133.7, 16.89
ingredient5082, 600, ml, 370.1, 6.19
ingredient5083, 400, ml, 317.2, 16.49
ingredient5084, 350, g, 65.1, 13.99
ingredient5085, 150, g, 674.1, 5.49
ingredient5086, 100, ml, 84.1, 8.69
ingredient5087, 6, pcs, 54.8, 9.09
ingredient5088, 200, g, 119.0, 13.29
ingredient5089, 200, g, 542.0, 4.19
ingredient5090, 1100, ml, 422.2, 17.39
ingredient5091, 300, g, 478.2, 10.59
ingredient5092, 900, ml, 386.0, 12.79
ingredient5093, 1100, ml, 532.3, 1.39
ingredient5094, 450, g, 513.5, 8.59
ingredient5095, 500, g, 200.2, 7.69
ingredient5096, 200, ml, 28.3, 4.29
ingredient5097, 300, g, 650.6, 19.59
ingredient5098, 350, g, 457.6, 8.69
ingredient5099, 3, pcs, 76.8, 7.79
ingredient5100, 450, g, 777.4, 2.19
ingredient5101, 5, pcs, 31.7, 2.29
ingredient5102, 1100, ml, 792.2, 3.49
ingredient5103, 700, ml, 483.5, 12.09
ingredient5104, 250, g, 472.6, 2.79
ingredient5105, 200, g, 552.7, 10.79
ingredient5106, 1000, ml, 147.8, 3.89
ingredient5107, 11, pcs, 69.1, 12.29
ingredient5108, 600, ml, 105.5, 15.89
ingredient5109, 800, ml, 70.9, 12.29
ingredient5110, 200, ml, 786.3, 10.19
ingredient5111, 200, g, 113.8, 14.59
ingredient5112, 450, g, 674.7, 4.59
ingredient5113, 10, pcs, 55.5, 3.89
ingredient5114, 350, g, 360.0, 2.19
ingredient5115, 800, ml, 211.7, 8.39
ingredient5116, 400, g, 650.5, 10.29
ingredient5117, 700, ml, 311.9, 8.09
ingredient5118, 400, ml, 698.2, 9.09
ingredient5119, 9, pcs, 61.4, 17.89
ingredient5120, 100, ml, 257.4, 9.19
ingredient5121, 300, g, 345.5, 0.99
ingredient5122, 150, g, 479.0, 12.19
ingredient5123, 250, g, 669.8, 8.09
ingredient5124, 1000, ml, 87.8, 16.19
ingredient5125, 350, g, 200.9, 10.09
ingredient5126, 400, g, 555.9, 3.09
ingredient5127, 200, ml, 694.4, 7.69
ingredient5128, 600, ml, 111.9, 10.39
ingredient5129, 500, g, 787.6, 3.69
ingredient5130, 250, g, 786.8, 12.49
ingredient5131, 300, ml, 355.9, 9.39
ingredient5132, 300, ml, 734.9, 13.69
ingredient5133, 400, ml, 192.7, 11.79
ingredient5134, 500, g, 793.6, 8.09
ingredient5135, 100, ml, 393.0, 13.19
ingredient5136, 300, g, 252.0, 3.39
ingredient5137, 300, ml, 476.7, 13.89
ingredient5138, 200, ml, 143.9, 5.99
ingredient5139, 900, ml, 493.4, 9.19
ingredient5140, 100, g, 204.8, 1.09
ingredient5141, 700, ml, 82.8, 5.39
ingredient5142, 900, ml, 639.7, 16.29
ingredient5143, 250, g, 442.8, 14.79
ingredient5144, 400, ml, 758.4, 2.49
ingredient5145, 200, g, 364.6, 10.99
ingredient5146, 600, ml, 643.1, 9.09
ingredient5147, 4, pcs, 15.4, 1.99
ingredient5148, 1100, ml, 670.2, 17.79
ingredient5149, 100, ml, 319.4, 15.09
ingredient5150, 500, g, 438.9, 18.79
ingredient5151, 300, ml, 47.4, 9.19
ingredient5152, 400, g, 352.6, 3.69
ingredient5153, 6, pcs, 80.7, 19.19
ingredient5154, 900, ml, 778.0, 14.09
ingredient5155, 500, ml, 794.0, 4.79
ingredient5156, 100, ml, 694.0, 8.99
ingredient5157, 700, ml, 684.2, 15.69
ingredient5158, 700, ml, 600.5, 18.39
ingredient5159, 700, ml, 710.2, 18.19
ingredient5160, 200, ml, 639.7, 12.59
ingredient5161, 200, ml, 245.4, 15.39
ingredient5162, 100, g, 424.8, 3.89
ingredient5163, 50, g, 403.2, 19.19
ingredient5164, 150, g, 387.0, 11.39
ingredient5165, 400, ml, 652.1, 1.79
ingredient5166, 250, g, 768.4, 3.49
ingredient5167, 2, pcs, 14.2, 10.09
ingredient5168, 200, ml, 385.5, 3.69
ingredient5169, 50, g, 150.5, 3.09
ingredient5170, 150, g, 44.7, 17.09
ingredient5171, 7, pcs, 44.9, 8.79
ingredient5172, 400, g, 255.3, 7.29
ingredient5173, 100, ml, 743.8, 8.79
ingredient5174, 50, g, 712.8, 14.79
ingredient5175, 450, g, 195.2, 12.69
ingredient5176, 400, g, 77.2, 6.89
ingredient5177, 100, g, 241.7, 16.69
ingredient5178, 500, ml, 551.2, 9.09
ingredient5179, 9, pcs, 80.1, 17.69
ingredient5180, 1000, ml, 277.2, 11.39
ingredient5181, 1100, ml, 684.2, 9.29
ingredient5182, 550, g, 602.2, 4.39
ingredient5183, 8, pcs, 40.9, 5.29
ingredient5184, 550, g, 187.3, 0.79
ingredient5185, 100, g, 169.9, 19.49
ingredient5186, 900, ml, 792.4, 5.89
ingredient5187, 400, g, 324.0, 10.79
ingredient5188, 900, ml, 580.4, 9.09
ingredient5189, 2, pcs, 38.2, 19.49
ingredient5190, 350, g, 405.1, 1.69
ingredient5191, 400, g, 581.5, 1.49
ingredient5192, 250, g, 48.1, 15.39
ingredient5193, 1100, ml, 126.5, 6.49
ingredient5194, 300, ml, 476.4, 19.79
ingredient5195, 200, ml, 667.1, 12.49
ingredient5196, 50, g, 137.5, 11.19
ingredient5197, 3, pcs, 141.2, 19.09
ingredient5198, 300, g, 453.7, 13.99
ingredient5199, 100, ml, 346.1, 19.39
ingredient5200, 500, ml, 569.1, 14.59
ingredient5201, 200, g, 653.3, 13.49
ingredient5202, 600, ml, 703.6, 19.99
ingredient5203, 400, g, 560.9, 7.69
ingredient5204, 1000, ml, 165.0, 4.29
ingredient5205, 400, g, 81.7, 15.49
ingredient5206, 300, ml, 404.8, 3.29
ingredient5207, 250, g, 560.8, 1.59
ingredient5208, 400, ml, 285.2, 16.09
ingredient5209, 10, pcs, 80.0, 5.89
ingredient5210, 300, ml, 424.7, 1.39
ingredient5211, 700, ml, 300.9, 18.69
ingredient5212, 1100, ml, 154.2, 1.99
ingredient5213, 200, g, 411.8, 9.69
ingredient5214, 600, ml, 250.8, 5.49
ingredient5215, 700, ml, 174.5, 1.69
ingredient5216, 400, g, 512.4, 15.89
ingredient5217, 100, g, 692.4, 10.39
ingredient5218, 250, g, 51.7, 11.19
ingredient5219, 150, g, 174.9, 18.79
ingredient5220, 200, ml, 624.6, 19.79
ingredient5221, 600, ml, 606.9, 4.09
ingredient5222, 50, g, 238.7, 1.29
ingredient5223, 50, g, 45.2, 17.89
ingredient5224, 350, g, 385.4, 11.39
ingredient5225, 100, g, 444.8, 8.09
ingredient5226, 100, ml, 545.7, 12.39
ingredient5227, 5, pcs, 2.6, 12.79
ingredient5228, 500, ml, 143.4, 8.09
ingredient5229, 100, g, 602.2, 16.39
ingredient5230, 100, g, 241.8, 9.09
ingredient5231, 9, pcs, 71.7, 8.69
ingredient5232, 600, ml, 557.1, 18.89
ingredient5233, 3, pcs, 113.6, 8.69
ingredient5234, 500, ml, 54.1, 7.39
ingredient5235, 700, ml, 710.9, 7.89
ingredient5236, 600, ml, 423.2, 17.39
ingredient5237, 10, pcs, 81.8, 11.09
ingredient5238, 300, ml, 30.1, 1.29
ingredient5239, 1000, ml, 432.7, 9.69
ingredient5240, 400, g, 69.4, 7.49
ingredient5241, 300, g, 129.3, 19.29
ingredient5242, 500, g, 650.7, 14.59
ingredient5243, 200, ml, 449.4, 1.09
ingredient5244, 550, g, 710.3, 7.49
ingredient5245, 150, g, 76.3, 14.79
ingredient5246, 1000, ml, 172.1, 5.59
ingredient5247, 150, g, 555.4, 18.89
ingredient5248, 400, g, 775.0, 12.89
ingredient5249, 700, ml, 79.0, 0.59
ingredient5250, 200, g, 176.1, 15.19
ingredient5251, 300, ml, 604.4, 18.99
ingredient5252, 100, g, 184.1, 17.19
ingredient5253, 150, g, 322.4, 1.29
ingredient5254, 500, ml, 355.4, 17.09
ingredient5255, 900, ml, 365.9, 14.29
ingredient5256, 200, g, 595.0, 10.79
ingredient5257, 1000, ml, 415.2, 12.79
ingredient5258, 500, ml, 714.4, 15.09
ingredient5259, 100, ml, 625.5, 13.39
ingredient5260, 900, ml, 231.3, 2.99
ingredient5261, 4, pcs, 133.4, 18.99
ingredient5262, 350, g, 697.9, 12.79
ingredient5263, 200, ml, 356.6, 19.19
ingredient5264, 600, ml, 547.0, 17.89
ingredient5265, 300, g, 752.2, 2.49
ingredient5266, 800, ml, 14.3, 8.49
ingredient5267, 200, ml, 73.5, 5.49
ingredient5268, 100, g, 398.7, 14.59
ingredient5269, 500, ml, 629.5, 11.79
ingredient5270, 100, g, 487.6, 10.29
ingredient5271, 200, ml, 586.4, 14.69
ingredient5272, 700, ml, 694.8, 7.59
ingredient5273, 8, pcs, 11.8, 4.79
ingredient5274, 400, ml, 322.0, 11.19
ingredient5275, 100, ml, 296.0, 5.99
ingredient5276, 300, ml, 240.2, 0.99
ingredient5277, 400, g, 739.6, 4.89
ingredient5278, 800, ml, 454.9, 1.79
ingredient5279, 5, pcs, 76.3, 16.49
ingredient5280, 100, ml, 280.3, 16.99
ingredient5281, 11, pcs, 95.2, 16.69
ingredient5282, 550, g, 728.1, 17.19
ingredient5283, 700, ml, 566.5, 2.79
ingredient5284, 50, g, 691.7, 12.09
ingredient5285, 300, g, 690.4, 1.59
ingredient5286, 200, ml, 193.2, 5.49
ingredient5287, 500, g, 467.3, 10.59
ingredient5288, 1000, ml, 297.6, 2.59
ingredient5289, 200, g, 384.4, 18.59
ingredient5290, 100, ml, 31.2, 9.89
ingredient5291, 300, g, 772.2, 19.29
ingredient5292, 200, g, 657.8, 2.99
ingredient5293, 200, ml, 545.6, 13.99
ingredient5294, 50, g, 573.6, 15.19
ingredient5295, 700, ml, 257.4, 3.59
ingredient5296, 500, ml, 454.9, 12.19
ingredient5297, 6, pcs, 49.5, 11.39
ingredient5298, 500, g, 233.8, 8.59
ingredient5299, 1100, ml, 577.5, 12.19
ingredient5300, 900, ml, 751.8, 2.69
ingredient5301, 600, ml, 723.4, 17.09
ingredient5302, 1000, ml, 359.1, 18.39
ingredient5303, 5, pcs, 117.1, 17.39
ingredient5304, 550, g, 451.1, 18.19
ingredient5305, 1100, ml, 293.3, 8.89
ingredient5306, 1100, ml, 390.0, 4.49
ingredient5307, 550, g, 646.8, 5.59
ingredient5308, 150, g, 197.1, 3.19
ingredient5309, 7, pcs, 4.0, 13.19
ingredient5310, 550, g, 466.1, 16.69
ingredient5311, 800, ml, 614.4, 3.79
ingredient5312, 200, ml, 297.2, 17.29
ingredient5313, 100, g, 490.2, 14.09
ingredient5314, 550, g, 426.8, 11.59
ingredient5315, 600, ml, 171.2, 13.69
ingredient5316, 400, ml, 751.3, 19.59
ingredient5317, 300, ml, 237.7, 16.29
ingredient5318, 600, ml, 261.0, 1.29
ingredient5319, 200, g, 162.3, 16.89
ingredient5320, 1100, ml, 478.1, 2.29
ingredient5321, 250, g, 387.7, 16.09
ingredient5322, 50, g, 307.4, 1.29
ingredient5323, 6, pcs, 86.8, 3.59
ingredient5324, 350, g, 30.4, 16.29
ingredient5325, 400, ml, 707.8, 1.49
ingredient5326, 800, ml, 526.4, 7.19
ingredient5327, 800, ml, 202.1, 7.79
ingredient5328, 600, ml, 237.2, 15.89
ingredient5329, 4, pcs, 118.5, 8.99
ingredient5330, 1100, ml, 531.3, 6.39
ingredient5331, 300, g, 248.1, 18.19
ingredient5332, 400, ml, 334.6, 7.69
ingredient5333, 2, pcs, 113.8, 18.09
ingredient5334, 50, g, 703.7, 5.59
ingredient5335, 500, g, 287.8, 2.29
ingredient5336, 200, g, 387.2, 7.89
ingredient5337, 300, ml, 193.0, 4.89
ingredient5338, 400, g, 348.7, 2.99
ingredient5339, 900, ml, 314.1, 6.99
ingredient5340, 150, g, 15.3, 19.49
ingredient5341, 500, g, 307.1, 16.19
ingredient5342, 200, ml, 45.8, 12.59
ingredient5343, 900, ml, 210.2, 16.09
ingredient5344, 800, ml, 239.4, 6.69
ingredient5345, 250, g, 169.6, 19.99
ingredient5346, 300, ml, 676.7, 10.59
ingredient5347, 9, pcs, 154.7, 3.29
ingredient5348, 500, ml, 632.7, 15.99
ingredient5349, 250, g, 631.6, 3.99
ingredient5350, 400, g, 548.4, 8.59
ingredient5351, 2, pcs, 125.8, 6.29
ingredient5352, 200, ml, 449.5, 18.59
ingredient5353, 300, ml, 341.0, 13.89
ingredient5354, 300, ml, 439.5, 11.49
ingredient5355, 350, g, 761.7, 18.59
ingredient5356, 400, g, 22.2, 14.79
ingredient5357, 400, g, 337.0, 8.59
